,index,tweet_id,original_tweet_id,original_tweet_user,date_time,user_id,username,followers,friends,user_description,statuses,text,nr_likes,users_likes,nr_RT,entities,nr_responses,users_responses
2474,2878,818807872540680192,,,2017-01-10 13:13:04,2535988452,energiemoskeeen,5712,5738,Energie voor Moskeeën is een collectief van Energieverschil BV. Ons doel is om alle Moskeeën in Nederland te verduurzamen.,673,Testcase voor CO2-beprijzing zoekt bedrijven https://t.co/hrGSg4iC5X https://t.co/D6Zx9e1myG #duurzaam #moskee https://t.co/q9BtVYiAoC,0,[],0,"{'symbols': [], 'hashtags': [{'indices': [93, 102], 'text': 'duurzaam'}, {'indices': [103, 110], 'text': 'moskee'}], 'user_mentions': [], 'media': [{'sizes': {'large': {'w': 600, 'resize': 'fit', 'h': 300}, 'thumb': {'w': 150, 'resize': 'crop', 'h': 150}, 'medium': {'w': 600, 'resize': 'fit', 'h': 300}, 'small': {'w': 600, 'resize': 'fit', 'h': 300}}, 'display_url': 'pic.twitter.com/q9BtVYiAoC', 'indices': [111, 134], 'media_url': 'http://pbs.twimg.com/media/C1z9azMUkAIsmLV.jpg', 'url': 'https://t.co/q9BtVYiAoC', 'type': 'photo', 'id_str': '818807869134901250', 'expanded_url': 'https://twitter.com/energiemoskeeen/status/818807872540680192/photo/1', 'media_url_https': 'https://pbs.twimg.com/media/C1z9azMUkAIsmLV.jpg', 'id': 818807869134901250}], 'urls': [{'url': 'https://t.co/hrGSg4iC5X', 'expanded_url': 'http://dlvr.it/N4XtNm', 'indices': [45, 68], 'display_url': 'dlvr.it/N4XtNm'}, {'url': 'https://t.co/D6Zx9e1myG', 'expanded_url': 'http://goo.gl/qP0eI5', 'indices': [69, 92], 'display_url': 'goo.gl/qP0eI5'}]}",,
2475,2879,818807871609544704,,,2017-01-10 13:13:03,19026249,duurzaam,3515,0,Een selectie van het meest interessante duurzame nieuws. http://t.co/pkxRrJMoDG is een initiatief van Dr.Woe - Vertelt Authentieke Verhalen,20557,Testcase voor CO2-beprijzing zoekt bedrijven https://t.co/A37WjZyEbR https://t.co/uOLXBclFus,0,[],0,"{'symbols': [], 'hashtags': [], 'user_mentions': [], 'media': [{'sizes': {'large': {'w': 600, 'resize': 'fit', 'h': 300}, 'thumb': {'w': 150, 'resize': 'crop', 'h': 150}, 'medium': {'w': 600, 'resize': 'fit', 'h': 300}, 'small': {'w': 600, 'resize': 'fit', 'h': 300}}, 'display_url': 'pic.twitter.com/uOLXBclFus', 'indices': [69, 92], 'media_url': 'http://pbs.twimg.com/media/C1z9ayyUUAEfc3B.jpg', 'url': 'https://t.co/uOLXBclFus', 'type': 'photo', 'id_str': '818807869025832961', 'expanded_url': 'https://twitter.com/duurzaam/status/818807871609544704/photo/1', 'media_url_https': 'https://pbs.twimg.com/media/C1z9ayyUUAEfc3B.jpg', 'id': 818807869025832961}], 'urls': [{'url': 'https://t.co/A37WjZyEbR', 'expanded_url': 'http://dlvr.it/N4XtNZ', 'indices': [45, 68], 'display_url': 'dlvr.it/N4XtNZ'}]}",,
2476,2880,818807619322318848,,,2017-01-10 13:12:03,774382423,BNLVoordeel,350,529,Bouwend Nederland biedt een ruim pakket ledenvoordelen. Door hier gebruik van te maken kunnen onze leden een maximaal rendement halen uit het lidmaatschap.,677,Gratis seminars over de CO2-Prestatieladder van @CO2Adviseurs https://t.co/IxOKCoPCdS,0,[],0,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '548484301', 'screen_name': 'CO2Adviseurs', 'id': 548484301, 'name': 'Dé CO2 Adviseurs', 'indices': [48, 61]}], 'urls': [{'url': 'https://t.co/IxOKCoPCdS', 'expanded_url': 'http://bit.ly/2ibZ9Ju', 'indices': [62, 85], 'display_url': 'bit.ly/2ibZ9Ju'}]}",,
2477,2881,818806385370611712,818801052355010560,CO2Adviseurs,2017-01-10 13:07:09,986794956,GroeneZaken,13527,13770,Gratis platform voor duurzame bedrijven | Duurzaam nieuws | Bedrijfsleven | Groen | Milieu | Innovatie | Sustainability | MVO | Netwerk | @GroeneZakenDeal,8839,"RT @CO2Adviseurs: Opgelet! De datum van onze seminars is gewijzigd. Het niveau 3 seminar is op 7, het niveau 5 seminar op 9 februari. https…",0,[],2,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '548484301', 'screen_name': 'CO2Adviseurs', 'id': 548484301, 'name': 'Dé CO2 Adviseurs', 'indices': [3, 16]}], 'urls': []}",,
2478,2882,818806336481792002,818794506279653378,climategateNL,2017-01-10 13:06:57,1457304996,GsSchutter,369,355,"Natuurliefhebber, jager en beheerder, hobbykok, en recht voor zijn raap , wat niet altijd gewaardeerd wordt, maar wel eerlijk.",18775,"RT @climategateNL: Strijd tegen klimaatverandering is pure bullshit, maar wel hele dure https://t.co/AJL2gDeOZo via @climategateNL",0,[],3,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '132495140', 'screen_name': 'climategateNL', 'id': 132495140, 'name': 'Climategate.nl', 'indices': [3, 17]}, {'id_str': '132495140', 'screen_name': 'climategateNL', 'id': 132495140, 'name': 'Climategate.nl', 'indices': [116, 130]}], 'urls': [{'url': 'https://t.co/AJL2gDeOZo', 'expanded_url': 'http://climategate.nl/2017/01/10/klimaat-en-milieu-uitvinding-oliemannetjes-zo-blijkt-opnieuw/', 'indices': [88, 111], 'display_url': 'climategate.nl/2017/01/10/kli…'}]}",,
2479,2883,818806285906964480,818794506279653378,climategateNL,2017-01-10 13:06:45,754955149651677184,RobertMolhoek,139,333,"Offshore, scheepvaart, jager, natuurliefhebber, wereldreiziger, leefnietmetmate!",5551,"RT @climategateNL: Strijd tegen klimaatverandering is pure bullshit, maar wel hele dure https://t.co/AJL2gDeOZo via @climategateNL",0,[],3,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '132495140', 'screen_name': 'climategateNL', 'id': 132495140, 'name': 'Climategate.nl', 'indices': [3, 17]}, {'id_str': '132495140', 'screen_name': 'climategateNL', 'id': 132495140, 'name': 'Climategate.nl', 'indices': [116, 130]}], 'urls': [{'url': 'https://t.co/AJL2gDeOZo', 'expanded_url': 'http://climategate.nl/2017/01/10/klimaat-en-milieu-uitvinding-oliemannetjes-zo-blijkt-opnieuw/', 'indices': [88, 111], 'display_url': 'climategate.nl/2017/01/10/kli…'}]}",,
2480,2884,818804683947016192,,,2017-01-10 13:00:23,4288989679,klimaat_bouw,36,323,Alles over het klimaat in de bouw is hier te lezen!,100,Meer opdrachten binnenhalen met Bouwberichten en telefonisch acquisitie. 9 feb @Bouwbeurs17. Aanmelden via https://t.co/1CueLkdKVU,0,[],0,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '216828573', 'screen_name': 'BouwBeurs17', 'id': 216828573, 'name': 'BouwBeurs', 'indices': [79, 91]}], 'urls': [{'url': 'https://t.co/1CueLkdKVU', 'expanded_url': 'http://bit.ly/Bouwbeurskennis', 'indices': [107, 130], 'display_url': 'bit.ly/Bouwbeurskennis'}]}",,
2481,2885,818804185206497285,818728836112285696,nrgtransition,2017-01-10 12:58:25,50305611,PAvBoesschoten,717,695,"Husband & Father | Media Relations Manager NL @ AkzoNobel | ♥ Cool Science & Technology, Sharks, Wining&Dining, etc | Lack of Humour | Personal Account",10638,"RT @nrgtransition: Een mooie lofzang op NL: The Dutch startup climate - speech by Minister of Economic Affairs, Henk Kamp. @nieuwsez https:…",0,[],4,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '355418144', 'screen_name': 'nrgtransition', 'id': 355418144, 'name': 'Hendrik Steringa', 'indices': [3, 17]}, {'id_str': '15534632', 'screen_name': 'nieuwsez', 'id': 15534632, 'name': 'NieuwsEZ', 'indices': [123, 132]}], 'urls': []}",,
2482,2889,818803500503224321,818457883272708097,Warmetruiendag,2017-01-10 12:55:41,2900396788,energybattle1,140,129,"Account van de Klimaatverbond Energy Battle, de energiebesparingswedstrijd voor gemeenten. Tweets door @nienketrap",240,RT @Warmetruiendag: Gezocht @summerlabb @ESNS mooie truien verhalen! Verwarm jezelf niet de wereld! Kom 11/1 ook @NMFGroningen? #lievelings…,0,[],4,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '112111406', 'screen_name': 'Warmetruiendag', 'id': 112111406, 'name': 'Warmetruiendag', 'indices': [3, 18]}, {'id_str': '730683690', 'screen_name': 'SummerLabb', 'id': 730683690, 'name': 'SummerLabb', 'indices': [28, 39]}, {'id_str': '22607319', 'screen_name': 'esns', 'id': 22607319, 'name': 'EurosonicNoorderslag', 'indices': [40, 45]}, {'id_str': '337597624', 'screen_name': 'NMFGroningen', 'id': 337597624, 'name': 'NMF Groningen', 'indices': [113, 126]}], 'urls': []}",,
2483,2890,818803007676628994,,,2017-01-10 12:53:44,30237735,eelcobvr,59076,1308,"@Nieuwsuur (NOS/NTR) | Droomland Amerika (VPRO) https://t.co/bVhExUsmEp | Before: Washington, DC",366,"@jonathanchait @billmckibben @BillKristol en Leon Panetta. Over war on terror, Obamacare, de recessie, klimaat en over @BarackObama zelf (2)",0,[],2,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '50446226', 'screen_name': 'jonathanchait', 'id': 50446226, 'name': 'Jonathan Chait', 'indices': [0, 14]}, {'id_str': '21786618', 'screen_name': 'billmckibben', 'id': 21786618, 'name': 'Bill McKibben', 'indices': [15, 28]}, {'id_str': '2800581040', 'screen_name': 'BillKristol', 'id': 2800581040, 'name': 'Bill Kristol', 'indices': [29, 41]}, {'id_str': '813286', 'screen_name': 'BarackObama', 'id': 813286, 'name': 'Barack Obama', 'indices': [119, 131]}], 'urls': []}",2.0,Verkoulen;Verkoulen
2484,2891,818802670186205185,818745211690123264,VersBeton,2017-01-10 12:52:23,146191281,KorrieLouwes,4028,1060,"Adviseur Berenschot (overheidsmanagement), Vz R'dam circusstad, lid RvT Vrijwilligers Terminale Zorg Rotterdam, Vz RvT V2_ unstable media",5681,RT @VersBeton: Zo gaan Rotterdammers 42 megaton CO2 besparen https://t.co/Xt46qCN58W https://t.co/YLondoY9tZ,0,[],5,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '310188266', 'screen_name': 'VersBeton', 'id': 310188266, 'name': 'Vers Beton', 'indices': [3, 13]}], 'media': [{'source_user_id': 310188266, 'source_status_id_str': '818745211690123264', 'media_url': 'http://pbs.twimg.com/media/C1zEbiIUAAAb7CU.jpg', 'display_url': 'pic.twitter.com/YLondoY9tZ', 'source_status_id': 818745211690123264, 'id_str': '818745209571770368', 'expanded_url': 'https://twitter.com/VersBeton/status/818745211690123264/photo/1', 'source_user_id_str': '310188266', 'id': 818745209571770368, 'url': 'https://t.co/YLondoY9tZ', 'sizes': {'large': {'w': 1024, 'resize': 'fit', 'h': 576}, 'thumb': {'w': 150, 'resize': 'crop', 'h': 150}, 'medium': {'w': 1024, 'resize': 'fit', 'h': 576}, 'small': {'w': 680, 'resize': 'fit', 'h': 383}}, 'indices': [85, 108], 'type': 'photo', 'media_url_https': 'https://pbs.twimg.com/media/C1zEbiIUAAAb7CU.jpg'}], 'urls': [{'url': 'https://t.co/Xt46qCN58W', 'expanded_url': 'http://versbeton.nl/2017/01/zo-gaan-rotterdammers-42-megaton-co2-besparen/', 'indices': [61, 84], 'display_url': 'versbeton.nl/2017/01/zo-gaa…'}]}",,
2485,2892,818802654008770560,,,2017-01-10 12:52:19,301922539,mpost_pnb,235,432,Provincie Noord-Brabant: Programmanager Electric Public Transport en Projectleider Verbreding berichtenbox voor bedrijven,1201,Deelnemers gezocht: https://t.co/UlgfvgW97s,0,[],0,"{'symbols': [], 'hashtags': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/UlgfvgW97s', 'expanded_url': 'http://www.klimaatplein.com/bedrijven-gezocht-testcase-co2-beprijzing', 'indices': [20, 43], 'display_url': 'klimaatplein.com/bedrijven-gezo…'}]}",,
2486,2893,818802153703833602,,,2017-01-10 12:50:20,23330733,DuurzaamNieuws,18750,5156,Onafhankelijke bron voor wie wil bijblijven in duurzaamheid en transitie,5124,Testcase voor CO2-beprijzing zoekt bedrijven https://t.co/Bxu27nZBDe,0,[],1,"{'symbols': [], 'hashtags': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Bxu27nZBDe', 'expanded_url': 'http://www.duurzaamnieuws.nl/testcase-voor-co2-beprijzing-zoekt-bedrijven/', 'indices': [45, 68], 'display_url': 'duurzaamnieuws.nl/testcase-voor-…'}]}",,
2487,2894,818801052355010560,,,2017-01-10 12:45:58,548484301,CO2Adviseurs,1093,271,Het snelst groeiende (en leukste!) CO2 advies bureau van Nederland. Kom naar één van onze gratis seminars! https://t.co/GaOivJ1Fln,1448,"Opgelet! De datum van onze seminars is gewijzigd. Het niveau 3 seminar is op 7, het niveau 5 seminar op 9 februari.… https://t.co/m6cD96BUUq",1,,2,"{'symbols': [], 'hashtags': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/m6cD96BUUq', 'expanded_url': 'https://twitter.com/i/web/status/818801052355010560', 'indices': [117, 140], 'display_url': 'twitter.com/i/web/status/8…'}]}",,
2488,2896,818798516533399552,818761364239974400,FleetwiseNL,2017-01-10 12:35:53,126901257,MikeTekstBeeld,500,405,Journalist & fotograaf / werkt vanuit 't midden des lands in binnen- en buitenland / paps van twee prachtdochters / twittert af en aan over dit en dat,6050,"RT @FleetwiseNL: Toon Corver, CFO #Arcadis Europa, vindt dat je als CFO een voorbeeldfunctie moet hebben. Daarom leaset hij deze auto https…",0,[],2,"{'symbols': [], 'hashtags': [{'indices': [34, 42], 'text': 'Arcadis'}], 'user_mentions': [{'id_str': '1464396949', 'screen_name': 'FleetwiseNL', 'id': 1464396949, 'name': 'Fleetwise', 'indices': [3, 15]}], 'urls': []}",,
2489,2897,818797379780481025,818141064586555393,rekenk4mer,2017-01-10 12:31:22,2913311115,BKiekendief,69,186,,3360,RT @rekenk4mer: Als blijkt dat windmolens onder valse voorwendsels geplaatst zijn dan moet de Overheid per direct alle subsidies intrekken.…,0,[],11,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '1169140316', 'screen_name': 'rekenk4mer', 'id': 1169140316, 'name': '9roene Rekenk4mer', 'indices': [3, 14]}], 'urls': []}",,
2490,2898,818797361984049153,,,2017-01-10 12:31:18,991835233,ghl_eo,1350,1100,"Inspirerende (geloofs)verhalen uit NL | ma-do 17:50 @NPO2. Met Henk @vansteeg @HellavdWijst, @bertvleeuwen, Mirjam Bouwman en @KefahAllush",1628,Reid de Jong leeft een bijzonder #duurzaam leven. Een boot is om te vissen en tomaten horen niet in een kas… https://t.co/Apbs0v1A1a,2,schminkennl;greenman20112,1,"{'symbols': [], 'hashtags': [{'indices': [33, 42], 'text': 'duurzaam'}], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Apbs0v1A1a', 'expanded_url': 'https://twitter.com/i/web/status/818797361984049153', 'indices': [109, 132], 'display_url': 'twitter.com/i/web/status/8…'}]}",1.0,greenman20112
2491,2899,818797161961889792,818794506279653378,climategateNL,2017-01-10 12:30:30,171221318,Typisch_Henk,190,294,Atheïst. Niet alle culturen passen in Nederland. Islam maakt van goede mensen barbaren.,3546,"RT @climategateNL: Strijd tegen klimaatverandering is pure bullshit, maar wel hele dure https://t.co/AJL2gDeOZo via @climategateNL",0,[],3,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '132495140', 'screen_name': 'climategateNL', 'id': 132495140, 'name': 'Climategate.nl', 'indices': [3, 17]}, {'id_str': '132495140', 'screen_name': 'climategateNL', 'id': 132495140, 'name': 'Climategate.nl', 'indices': [116, 130]}], 'urls': [{'url': 'https://t.co/AJL2gDeOZo', 'expanded_url': 'http://climategate.nl/2017/01/10/klimaat-en-milieu-uitvinding-oliemannetjes-zo-blijkt-opnieuw/', 'indices': [88, 111], 'display_url': 'climategate.nl/2017/01/10/kli…'}]}",,
2492,2900,818795698149851137,,,2017-01-10 12:24:41,306863098,bmijland,1567,2666,The Green & Colorful Humanist,35130,Klimaatverandering leidt tot onbewoonbare gebieden. https://t.co/HTQ8u8kc5t https://t.co/Zd6XgOKDVp,0,[],0,"{'symbols': [], 'hashtags': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/HTQ8u8kc5t', 'expanded_url': 'https://www.theguardian.com/environment/2017/jan/09/desperate-exodus-of-the-climate-refugees', 'indices': [52, 75], 'display_url': 'theguardian.com/environment/20…'}, {'url': 'https://t.co/Zd6XgOKDVp', 'expanded_url': 'https://twitter.com/bmijland/status/817335194659291136', 'indices': [76, 99], 'display_url': 'twitter.com/bmijland/statu…'}]}",,
2493,2901,818794506279653378,,,2017-01-10 12:19:57,132495140,climategateNL,1266,102,Het meest gelezen en besproken weblog over klimaatverandering in Nederland.,3624,"Strijd tegen klimaatverandering is pure bullshit, maar wel hele dure https://t.co/AJL2gDeOZo via @climategateNL",2,L1vR;visserijnieuws,3,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '132495140', 'screen_name': 'climategateNL', 'id': 132495140, 'name': 'Climategate.nl', 'indices': [97, 111]}], 'urls': [{'url': 'https://t.co/AJL2gDeOZo', 'expanded_url': 'http://climategate.nl/2017/01/10/klimaat-en-milieu-uitvinding-oliemannetjes-zo-blijkt-opnieuw/', 'indices': [69, 92], 'display_url': 'climategate.nl/2017/01/10/kli…'}]}",,
2494,2902,818793450804019201,,,2017-01-10 12:15:45,49574438,arcadisnl,9985,187,Arcadis is één van de grootste ontwerp- en consultancyorganisaties in Nederland (consultancy engineering management milieu gebouwen water infrastructuur),4489,"Onze CFO Europa Toon Corver #Arcadis ruilde zijn grote Duitse leasauto in voor een VW Golf
https://t.co/EnbW8CTPi3… https://t.co/xcZ80NgdOZ",3,JosVrieling;LambEngineering;FleetwiseNL,1,"{'symbols': [], 'hashtags': [{'indices': [28, 36], 'text': 'Arcadis'}], 'user_mentions': [], 'urls': [{'url': 'https://t.co/EnbW8CTPi3', 'expanded_url': 'http://ow.ly/WkAg307RfJi', 'indices': [91, 114], 'display_url': 'ow.ly/WkAg307RfJi'}, {'url': 'https://t.co/xcZ80NgdOZ', 'expanded_url': 'https://twitter.com/i/web/status/818793450804019201', 'indices': [116, 139], 'display_url': 'twitter.com/i/web/status/8…'}]}",,
2495,2903,818792682273259520,818783845902405632,wmeijer4,2017-01-10 12:12:42,240044817,BLIKOPENER333,17371,19102,ONLY NEWS = ONLY NEWS,397317,RT @wmeijer4: UN agenda 21 Net als alle Communistisch/Fascistische staten zijn grote EU leugens en ze constant herhalen belangrijk RUS/ISLA…,0,[],2,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '2713104409', 'screen_name': 'wmeijer4', 'id': 2713104409, 'name': 'new world order', 'indices': [3, 12]}], 'urls': []}",,
2496,2904,818792300822298626,818765456781807616,LarsMoratis,2017-01-10 12:11:11,253190664,robvanderrijt,215,32,Educated and skilled in Corporate Social Responsibility with a special interest for carbon footprint management.,1497,RT @LarsMoratis: Bedrijven gezocht voor testcase #CO2-beprijzing: https://t.co/AGXI86Sbwx #mvo #duurzaam #mvo_nl via @Klimaatplein,0,[],4,"{'symbols': [], 'hashtags': [{'indices': [49, 53], 'text': 'CO2'}, {'indices': [90, 94], 'text': 'mvo'}, {'indices': [95, 104], 'text': 'duurzaam'}, {'indices': [105, 112], 'text': 'mvo_nl'}], 'user_mentions': [{'id_str': '406572456', 'screen_name': 'LarsMoratis', 'id': 406572456, 'name': 'Lars Moratis', 'indices': [3, 15]}, {'id_str': '312081748', 'screen_name': 'Klimaatplein', 'id': 312081748, 'name': 'Klimaatplein.com', 'indices': [117, 130]}], 'urls': [{'url': 'https://t.co/AGXI86Sbwx', 'expanded_url': 'http://www.klimaatplein.com/bedrijven-gezocht-testcase-werken-interne-prijs-op-co2-uitstoot', 'indices': [66, 89], 'display_url': 'klimaatplein.com/bedrijven-gezo…'}]}",,
2497,2905,818791377664430080,818790911568125952,meschuurman,2017-01-10 12:07:31,42399280,MVO_NL,26524,8907,"Wij geloven dat bedrijven de wereld kunnen verduurzamen, jij ook? Zie ook: @Grensverleggrs @MVONetwerkzorg @NormaalsteZaak @TB_kristal",15747,RT @meschuurman: Bedrijven gezocht voor testcase #CO2 beprijzing https://t.co/tdtqV2eVeM @klimaatcoalitie #MVO #MVO_NL,0,[],8,"{'symbols': [], 'hashtags': [{'indices': [49, 53], 'text': 'CO2'}, {'indices': [106, 110], 'text': 'MVO'}, {'indices': [111, 118], 'text': 'MVO_NL'}], 'user_mentions': [{'id_str': '21646093', 'screen_name': 'meschuurman', 'id': 21646093, 'name': 'Michel Schuurman', 'indices': [3, 15]}, {'id_str': '2879662288', 'screen_name': 'Klimaatcoalitie', 'id': 2879662288, 'name': 'Klimaatcoalitie', 'indices': [89, 105]}], 'urls': [{'url': 'https://t.co/tdtqV2eVeM', 'expanded_url': 'http://mvonederland.nl/nieuws/bedrijven-gezocht-voor-testcase-co2-beprijzing', 'indices': [65, 88], 'display_url': 'mvonederland.nl/nieuws/bedrijv…'}]}",,
2498,2906,818791315311828992,816939573846700032,climategateNL,2017-01-10 12:07:16,3068196447,FryskeFisker,118,95,,162,RT @climategateNL: Het Wereld Natuur Fonds liegt en fraudeert met CO2-emissiecijfers https://t.co/2biHXkKZ71 via @climategateNL,0,[],17,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '132495140', 'screen_name': 'climategateNL', 'id': 132495140, 'name': 'Climategate.nl', 'indices': [3, 17]}, {'id_str': '132495140', 'screen_name': 'climategateNL', 'id': 132495140, 'name': 'Climategate.nl', 'indices': [113, 127]}], 'urls': [{'url': 'https://t.co/2biHXkKZ71', 'expanded_url': 'http://climategate.nl/2015/12/20/ecofyswnf-vervalsten-eigen-onderzoek-voor-propaganda-duits-windmolenbeleid/', 'indices': [85, 108], 'display_url': 'climategate.nl/2015/12/20/eco…'}]}",,
2499,2907,818790911568125952,,,2017-01-10 12:05:40,21646093,meschuurman,1595,346,Programmamanager @ MVO Nederland; duurzame en sociale innovatie en organisatie richting een circulaire economie.,3056,Bedrijven gezocht voor testcase #CO2 beprijzing https://t.co/tdtqV2eVeM @klimaatcoalitie #MVO #MVO_NL,2,GlobalOwlsNL;Klimaatcoalitie,8,"{'symbols': [], 'hashtags': [{'indices': [32, 36], 'text': 'CO2'}, {'indices': [89, 93], 'text': 'MVO'}, {'indices': [94, 101], 'text': 'MVO_NL'}], 'user_mentions': [{'id_str': '2879662288', 'screen_name': 'Klimaatcoalitie', 'id': 2879662288, 'name': 'Klimaatcoalitie', 'indices': [72, 88]}], 'urls': [{'url': 'https://t.co/tdtqV2eVeM', 'expanded_url': 'http://mvonederland.nl/nieuws/bedrijven-gezocht-voor-testcase-co2-beprijzing', 'indices': [48, 71], 'display_url': 'mvonederland.nl/nieuws/bedrijv…'}]}",,
